Customer_ID,Date_of_Birth,Account_Number,Account_Type,Account_Balance,Account_Open_Date,Account_Status,Transaction_ID,Date_and_Time_of_Transaction,Transaction_Type,Transaction_Amount,Transaction_Description,Credit_Score,Loan_or_Credit_Card_Details,Credit_Limit,Outstanding_Loan_Amount,Credit_History,Username,Password_usually_hashed,Two_Factor_Authentication_2FA_Status,Branch_Name,SWIFT_BIC_Code,Card_Number,ATM_Transaction_Details
159916,1950-11-d,8635901660,Savings,41028.3,08-08-2021,Frozen,426856,08-02-2022 01:15,Transfer,9810.69,Question produce beautiful popular draw shoulder political as.,784,Identify east land indeed here main.,43516.83,39697.54,Item remember air seek keep feel.,andrewbenitez,%^CoIEYh)2eh,Disabled,PLC,FSECGBLKZ9L,5.16E+15,In can police or trip.
726143,1969-07-d,3779664275,Savings,87056.17,10-12-2022,Closed,967577,27-04-2023 12:32,Deposit,6963.64,Recent help improve floor arrive hundred can.,525,Guess wish always financial entire will name.,30160.86,27201.07,Across culture successful party station strong me.,apark,pgc7%Zinp%f1,Enabled,Group,SBXGGBJX,5.41E+15,Chance adult leg.
699373,1965-05-d,6091536097,Savings,144.75,21-06-2020,Closed,905191,25-02-2023 23:20,Deposit,1034.26,Step character peace rise.,604,Inside place leader these free understand.,9871.6,9325.85,Try cut picture others well six.,brendahall,fq3PkWNyA*Rl,Disabled,and Sons,BVQQGBQACVP,2.26E+15,Much product sit light seven thank present language.
67531,1992-11-d,6720962432,Checking,34989.41,12-04-2021,Closed,656636,05-04-2022 02:43,Deposit,8389.14,Property base deal share indeed Mrs.,372,Itself white tax organization play rather.,13709.22,10991.98,Whether reach energy her support window.,dbrooks,*+bPbLMm0!$U,Disabled,LLC,VTGRGBO5,5.11E+15,True event work unit drop fund.
514216,1948-09-d,6542662370,Investment,40214.23,14-09-2022,Frozen,937024,22-01-2023 06:06,Withdrawal,9005.64,Along cost resource reality material morning police.,553,Office also old top.,15762.89,10779.55,Future off fire.,lucasjoshua,)xVCS@CEC9+f,Disabled,and Sons,PIJVGB8FQL2,2.56E+15,Issue be good those maybe truth.
584048,2004-05-d,9226544431,Checking,83640.41,10-12-2019,Closed,648963,30-06-2022 05:20,Deposit,4696.79,Garden technology to name heavy sister religious.,754,Else front direction court local.,45155.06,34166.55,Oil Congress lawyer nation gas.,maddoxrobert,(VtYrOjyi9z5,Disabled,LLC,NIAGGBJR,2.50E+15,Husband talk soldier environmental tough find.
849750,2005-08-d,568288561,Savings,84586.36,16-06-2021,Closed,81835,01-07-2023 02:29,Transfer,1106.63,Church involve establish pattern.,810,Pay executive not general number that than.,10296.47,1023.55,Mean letter candidate paper worker certainly.,mckenziejames,%*3CYhq5$8ey,Enabled,LLC,QCFKGB5L,5.13E+15,Step likely see energy.
410214,1965-06-d,69900117,Credit,20271.69,08-05-2019,Frozen,786003,28-08-2023 22:28,Transfer,1932.88,Improve Mr human another assume measure ten.,332,Training decision through open help sound.,26227.21,20366.71,Ago international town write daughter.,obanks,n5FQipFc^FO!,Disabled,PLC,UQPFGBS8,2.71E+15,What one such director truth space whose.
798053,1969-08-d,5661708909,Investment,95942.53,30-12-2021,Closed,79081,20-02-2023 18:54,Transfer,3666.63,Bit serious significant true just military stage.,418,Town protect experience true window yeah.,43727.22,25040.67,Near system product many.,griffindarren,KS^!6Yvm@+!H,Enabled,Ltd,FMITGBMYJOE,2.25E+15,Prepare affect phone rock deep right.
75982,2004-10-d,1680690863,Savings,64295.92,30-05-2019,Active,475057,22-03-2022 01:20,Transfer,4623.4,Training spend word today teach live choose.,728,Song country where budget machine image.,16306.38,8382.6,Hour put apply teach Mr everything.,williamrhodes,Q*0Akv3UCaEZ,Enabled,Inc,JGGNGBSQTTK,2.44E+15,Democratic mention answer pattern civil.
325046,1943-03-d,8551921381,Savings,8522.35,08-12-2020,Frozen,34533,30-01-2022 00:09,Deposit,6600.96,Senior thousand address range grow hard.,421,Together several them.,13376.24,908.65,Life long feeling box economic camera few trouble.,tsampson,(8RC*a7m*c3k,Enabled,Ltd,AKGFGBX4,2.62E+15,Mission be plant to gas.
943924,1965-08-d,3851694436,Investment,75837.23,18-11-2018,Frozen,766744,02-03-2023 20:01,Transfer,8869.75,Score usually value traditional point pull and.,374,Spring read risk live.,31937.11,3078.58,Worker truth truth work account chance discuss.,olopez,_p2Z5k@@6XLV,Enabled,Ltd,SXGRGBDM6YL,2.71E+15,Chair woman thing home fill.
332208,1969-02-d,478943799,Credit,45507.77,03-08-2021,Closed,293335,17-08-2022 03:47,Withdrawal,656.96,Let set brother meet receive reality environmental TV.,322,Situation sign west no.,43852.83,38136.79,Information design give treatment movie yet family.,sotomaria,jn62e^mr@KCQ,Disabled,Group,XFJSGBE9IZ0,2.27E+15,Someone matter house few.
890202,1972-01-d,2357835624,Savings,92657.89,30-11-2018,Frozen,481257,24-03-2023 03:38,Transfer,9911.02,Bit resource people pick.,395,Game responsibility site feeling pay.,13812.9,13098.26,State woman beyond study door next option.,fbarrera,7Zt6yRwP%1%a,Enabled,LLC,UHBEGBQU,2.23E+15,Long only method field teach be.
811628,1961-08-d,2432687335,Credit,78885.09,16-01-2022,Frozen,234147,16-10-2022 05:32,Transfer,8135.22,Whatever food rule minute people economy.,674,Nature instead meet happy.,2892.81,208.17,So international think performance event.,pachecojeremy,XV0L0Jw#aV($,Disabled,PLC,MTEOGBIJ5K5,2.56E+15,Should factor service become woman.
416484,1963-10-d,3292711425,Credit,26612.1,23-11-2021,Active,428354,10-08-2023 18:01,Withdrawal,7680.55,Be mention anything defense political.,385,Hot form state hour clear else.,25564.58,8382.76,Often yard then rate.,andersonangela,u_&*7XxxgDxX,Enabled,and Sons,DLOXGBOQ,2.70E+15,Pattern even candidate gun these such girl.
776332,1998-02-d,5522074773,Checking,4898.64,12-12-2022,Closed,537570,07-11-2022 05:02,Transfer,1738.44,Us write figure.,796,Serve cut and hand season decision.,20101.71,1753.36,Accept total grow behind imagine time.,washingtonrobert,5A^b0*Gik()l,Disabled,Ltd,RMYLGBSH,2.72E+15,Understand pretty paper.
347961,1950-01-d,6128254713,Checking,45980.31,28-06-2021,Active,564750,06-01-2022 06:43,Withdrawal,3312.28,Serve add financial need cut hit or.,690,Until rate discuss enjoy front field security.,49417.17,20049.17,Traditional reason deal voice some fly edge fill.,roberthall,70SPU!do)HNA,Disabled,PLC,MWKVGBDL,5.17E+15,Standard ground will line.
153302,1992-07-d,4735572023,Savings,31901.12,14-07-2022,Active,907789,20-04-2022 12:31,Deposit,1563.01,Risk commercial catch star because.,666,Action middle leg business add.,32815.48,30484.59,Side suddenly business body PM help.,esantos,G9^0S5Fw#cvK,Disabled,and Sons,YXUIGBM1,2.29E+15,Before reach international happy dream.
232458,1946-11-d,9725199130,Checking,15194.86,16-01-2023,Active,679116,21-08-2023 01:48,Deposit,7318.17,Crime lay goal speech should allow treatment exactly.,333,Collection player available kind she least believe at.,12420.43,11095.6,Space improve child hard four figure size.,hurleymary,6qXH*wpO&X$(,Disabled,Inc,SISWGB29,2.46E+15,Party thing themselves writer involve.
309578,1950-03-d,4833046695,Checking,55645.46,01-08-2023,Active,75667,05-07-2023 02:55,Deposit,973.86,Practice forward never before imagine never board.,607,Defense accept figure there.,35278.91,26252.31,Seek language think deep doctor growth know.,wbrown,%s5OARgJ$(bS,Enabled,PLC,ARFXGB8B,2.28E+15,For hotel body action already take.
11830,1979-07-d,9083405800,Savings,61964.49,23-07-2020,Active,52564,19-06-2022 13:19,Withdrawal,8787.96,When energy environmental television nice employee question.,620,Available stage peace deal hold why second.,37641.25,35511.91,Page western safe thus lot set magazine.,qhenderson,E5_Lept@_Q2y,Enabled,LLC,UFYLGBCU,5.51E+15,Produce they risk woman technology walk memory.
526191,1981-05-d,8954329844,Checking,91668.8,02-07-2023,Closed,145432,13-07-2022 21:49,Deposit,833.26,Floor black sometimes never.,798,Peace one ability husband letter might.,15150.17,12799.07,Together table citizen view.,pholder,I6KpF1rW)fgg,Enabled,Inc,VCUNGBAQ23Z,2.26E+15,Sometimes attention sense style production six though.
809754,1963-05-d,5795423970,Credit,12745.37,22-07-2019,Closed,709164,26-08-2022 19:18,Deposit,4682.68,Particular future return money.,610,Organization somebody clear effort area.,2821.17,295.65,Others single action might identify memory sea.,jonathan86,%2)iWbpNroYN,Enabled,PLC,VFUMGBK66AK,2.66E+15,Field here simple pretty fear organization site.
298429,1991-12-d,94152889,Credit,59711.88,09-02-2021,Closed,263376,02-11-2021 10:57,Deposit,1984.52,Develop tree article window must.,446,Under throughout detail mother ok form.,7349.45,7340.6,Compare service west technology.,tperez,x@8Mg6P^)35+,Disabled,Group,VQPPGB3C345,2.71E+15,Number region trial law short marriage leg listen.
686336,1986-07-d,4404288431,Checking,53851.13,04-02-2020,Closed,651681,08-07-2022 18:52,Deposit,7710.29,Your run west program stock.,471,Remember account single often attention admit.,36702.05,11094.1,Or sort book answer most face ten.,robert89,SQ5e51iK_liK,Enabled,Inc,OBXKGB13P40,5.53E+15,Music area design city identify religious foot.
53834,1997-02-d,5693730272,Investment,55664.16,12-04-2023,Frozen,822728,22-12-2021 00:37,Deposit,7108.8,Nearly development push result.,359,Bank four half no data actually.,6241.94,866.1,Others far culture economic.,westjacqueline,eCHF^9Gpti%$,Enabled,PLC,GTWHGBXQ,2.28E+15,Good expect could teacher summer factor reason.
844063,1988-06-d,9528748655,Investment,82838.76,05-07-2022,Frozen,529278,06-07-2022 22:43,Deposit,5491.95,Think almost kind wall bring easy apply we.,347,Standard recently trip task citizen these not.,39540.68,31312.82,Method quality only dark address about indeed.,ucross,V9o@a038!v4X,Enabled,LLC,IWGTGBYC,2.72E+15,Foreign tonight claim rate commercial couple.
939327,1982-11-d,7282112156,Checking,17936.81,18-02-2019,Active,715171,17-02-2023 16:58,Transfer,4004.62,Line military its mother central decision above.,667,Response power conference finish have out fish film.,32413.79,28770.41,Kid study yard individual suggest edge east.,laurawilson,L&UQO6bf7k7P,Enabled,Ltd,JICQGBP8,2.41E+15,Western family site reflect.
522756,1991-10-d,2812015042,Checking,49725.41,30-12-2021,Closed,461296,24-01-2022 12:07,Withdrawal,8568.65,People smile run century himself.,773,Program relationship matter color particularly model.,43408.4,16189,Mean space name.,zachary12,n!i6BIQpMs^#,Enabled,Inc,KQXZGB85I78,2.27E+15,Government response girl far end hundred.
543719,1951-06-d,3711320545,Investment,36232.44,31-05-2019,Frozen,920931,14-08-2022 04:30,Withdrawal,4481.15,Matter middle glass energy rock still test great.,448,Strategy relationship seven night Mrs.,26017.2,19280.98,With home son oil.,jennifer74,)6eeS7^qeLDm,Enabled,Inc,EONIGB9W,2.29E+15,Foot realize deep someone outside.
814449,2001-04-d,7123438344,Credit,46500.43,23-08-2022,Frozen,608015,25-04-2022 00:08,Deposit,4807.21,Name carry white reveal theory indicate man.,609,Station town with condition dinner.,46175.74,600.3,Candidate subject look development ahead enough ground middle.,vallison,zPg#wxR_*9M+,Disabled,Ltd,PKRDGBLA,2.23E+15,Certain power knowledge mention simply argue final.
270389,2003-07-d,3187571922,Savings,70680.05,14-09-2019,Closed,911588,27-06-2023 18:35,Withdrawal,1675.09,Wife line southern them seat.,724,Include where contain nation hope industry.,32314.75,10403.46,Experience best move decade across candidate.,johnblair,6nLd1V6f%x+f,Disabled,Group,EMKBGBCL,2.28E+15,Course both kitchen air miss eye.
239095,1949-10-d,7722874071,Checking,54057.19,21-10-2021,Closed,18855,01-12-2022 11:35,Transfer,4160.26,Close lay knowledge traditional case agent know.,811,Over step politics although finally yet room.,34841.21,22964.82,Pay trouble begin marriage lose.,cruzkristen,1w+XM(lZ^1_8,Disabled,Inc,TMNKGBGV,2.70E+15,Community understand past check sort everybody.
516905,1978-05-d,1482118055,Credit,7855.96,31-01-2020,Frozen,357238,20-11-2022 17:09,Withdrawal,9041.8,Within effect language feel choice democratic fine.,736,At bring talk per whether ground she.,33924.69,19185.82,Evening think become writer us article letter.,sotomichael,*xTaX46j2VZy,Disabled,Ltd,RMWNGBUO,2.23E+15,Evening style record population economy trial do baby.
925764,2004-05-d,4080653135,Investment,98549.44,18-06-2019,Closed,970765,28-01-2022 20:45,Withdrawal,6841.57,Morning threat spring little kid.,603,Manager degree sort good model once able.,33387.36,18186.92,Prepare letter compare either develop.,darrellmccarty,*nKoFHucLW3^,Disabled,and Sons,MNYYGBJ0EQJ,2.45E+15,How effect at child business draw.
182087,1970-01-d,2012448926,Investment,11516.33,06-02-2023,Closed,553401,21-12-2022 04:26,Deposit,137.53,Central reveal cultural painting.,751,Them ever hot add race wife.,32518.93,19660.96,Within thousand remain even.,jerrypowers,!38Ummu*X^T(,Disabled,Group,WSDHGB9A,5.41E+15,Explain key name cell.
287759,1946-03-d,2396998577,Checking,79158.7,27-04-2022,Active,448672,13-01-2022 07:24,Withdrawal,6967.56,Style begin customer consider.,461,Until letter nothing hour factor program few.,44498.37,3573.04,Culture program property.,richardsonedward,Q1Ry2Cev_1E5,Disabled,LLC,YJQOGBN8,2.41E+15,Property food up want these actually.
748677,1973-09-d,3375727952,Credit,17540.57,06-02-2021,Frozen,65191,18-03-2023 09:49,Withdrawal,1671.62,Chance while show writer detail half cultural.,442,Where draw woman.,34322.39,4738.63,Interesting least poor sit church lose road agreement.,daniel11,oae5jFWqA&3@,Disabled,LLC,SAXFGB4J,5.19E+15,People free TV me green send long morning.
684441,1956-06-d,5402024595,Credit,44554.06,10-02-2021,Frozen,665952,11-03-2022 05:17,Withdrawal,3605.03,Project whose finally situation enter.,796,Within election agent special rather upon.,16240.68,1647.61,Single use measure movement.,ashleyjoyce,_@BqS4#Hx3*c,Disabled,LLC,KFMMGBPZ94Z,5.58E+15,Recognize itself avoid face push along rich.
685973,2003-04-d,2178397270,Savings,42563.44,06-04-2022,Closed,46119,13-06-2022 12:07,Withdrawal,1710.1,Step arrive authority agree national positive PM kitchen.,832,Another herself nice alone eight fight.,40641.87,22605.19,Course about leg.,rodriguezhenry,0$9z90t(Jg7B,Enabled,Ltd,JHRHGBFMH55,2.28E+15,Top skill spend Mr.
491636,1994-08-d,7292072466,Investment,57308.22,20-07-2022,Closed,382598,17-06-2022 00:48,Withdrawal,4093.07,Discuss direction wait yard notice.,829,New administration garden dream mother.,18652.72,15296.08,Suddenly thank inside three education.,taylorjeremy,$_NHivdJ182X,Disabled,LLC,CXEIGB6BR8U,2.26E+15,Environmental field agree participant possible such else.
325195,1971-10-d,7564721292,Savings,4533.17,19-09-2022,Frozen,254182,30-05-2022 10:22,Deposit,4830.95,Argue industry that clearly.,673,One mind big floor contain improve candidate.,8863.82,6074.55,Rather here subject ground.,william96,WOux!u3w0+&G,Disabled,Inc,HPHMGB2ZT17,2.72E+15,Yet outside since adult base idea seat.
717832,1978-07-d,1107156234,Savings,44807.57,02-01-2021,Closed,646127,21-06-2023 12:56,Transfer,5045.8,Last thank most.,565,Something account interest.,44745.45,39083.83,Drop machine off serve consider movement require.,zdavis,@dK84ZgOv5%M,Enabled,and Sons,MYWLGBZC,2.28E+15,Career study machine production.
184726,1975-02-d,5273700798,Investment,33457.14,22-04-2020,Closed,162205,24-03-2022 07:48,Withdrawal,3023.37,Special politics officer letter few.,314,Particularly hair window guess third last.,32269.27,3580.87,Have adult pretty generation provide.,sarahvasquez,Q^82mi3aNIH^,Enabled,LLC,GABCGBH58JC,2.72E+15,No image cut drive place expect dark month.
585227,1984-11-d,7056708668,Savings,48418.43,12-01-2019,Closed,240765,23-08-2022 20:06,Withdrawal,9160.51,Threat list under.,353,Quickly much final team exist education billion.,30905.33,17880.96,Difference voice campaign star its.,fbenson,4Jic5ZEo@C*P,Disabled,LLC,JCAIGBC5,2.71E+15,Sometimes Democrat nearly rule.
724891,1950-10-d,7466567824,Credit,19559.04,22-01-2021,Closed,383970,17-10-2022 12:41,Withdrawal,2051.21,Kitchen usually drug return indicate between during.,790,Tax trip however give race.,18176.74,12479.03,Need rate most.,renee56,Yfw09kJc$#rE,Disabled,Ltd,DTCFGB0N,2.26E+15,Space drop consider mission.
217629,2005-01-d,1505947028,Checking,99755,15-07-2023,Closed,321538,24-03-2023 06:07,Withdrawal,6716.32,Fly account look own beautiful risk pretty determine.,337,Individual this might story produce within everyone.,26624.68,14785.43,Happy step care think cover report all.,ashleygray,(Z4ZUQoyQ7z7,Disabled,Inc,PNZYGBNLVM3,2.27E+15,Alone but newspaper myself.
362117,1987-06-d,5958991740,Checking,67516.43,20-05-2022,Closed,235051,18-05-2023 23:55,Withdrawal,5042.34,Information rather from note although admit institution.,662,Machine through per herself week nothing how model.,16726.4,14858.88,Brother power top picture type.,erinnichols,M9&O)Io$%3Dy,Disabled,Inc,GCGKGBUY,5.47E+15,Yes meet how TV successful visit.
409135,1948-08-d,4627025895,Checking,85244.7,28-09-2020,Frozen,802906,12-10-2022 10:29,Deposit,5277.23,Television box free beat.,714,Should art near manage it.,31927.02,17972.39,Still goal speech down.,robert72,hb6JhI#z%&K(,Enabled,and Sons,BPZDGBW7OQM,2.28E+15,Image garden successful tell.
744314,1942-11-d,125715836,Credit,79387.3,16-02-2021,Frozen,895359,20-05-2022 05:06,Deposit,4641.7,Job news energy really they.,627,Bill star option reality.,10748.44,8236.71,Much cover size most.,qbowers,6UR)f*k6n4^F,Disabled,Group,BLZDGBGC,2.64E+15,Fill trial same dream read never.
